,MovieID,imdbId,tmdbId,title,release_year,original_language,genre,overview,production_companies,keywords,cast,director,poster_url
31,32,114746,63,Twelve Monkeys,1995,en,"['thriller', 'science fiction', 'mystery', 'drama', 'sci-fi']","In the year 2035, convict James Cole reluctantly volunteers to be sent back in time to discover the origin of a deadly virus that wiped out nearly all of the earth's population and forced the survivors into underground communities. But when Cole is mistakenly sent to 1990 instead of 1996, he's arrested and locked up in a mental hospital. There he meets psychiatrist Dr. Kathryn Railly and the son of a famous virus expert who may hold the key to the Army of the 12 Monkeys; thought to be responsible for unleashing the killer disease.","['Universal Pictures', 'Atlas Entertainment', 'Classico', 'Twelve Monkeys Productions']","['biological weapon', 'philadelphia, pennsylvania', 'schizophrenia', 'stockholm syndrome', 'airplane', 'world war i', 'underground', 'insanity', 'asylum', 'paranoia', 'prison cell', 'dystopia', 'pimp', 'lion', 'post-apocalyptic future', 'time travel', 'florida keys', 'mental breakdown', 'melancholy', 'past', 'dormitory', 'insane asylum', 'volunteer', 'drug use', 'flashback', 'remake', 'psychiatric hospital', 'jail', 'mental institution', 'alternate history', 'disease', 'lethal virus', 'paradox', 'psychiatrist', 'monkey', 'epidemic', 'trapped', 'street life', 'nonlinear timeline', 'medical research', 'gas mask', 'psychosis', 'subterranean', 'virus', 'mysterious', 'recurring dream', '1990s', 'reflective', 'escaped animal', 'future noir', 'animal research', 'anxious', '2030s', 'irreverent', 'inspirational', 'absurd', 'suspenseful', 'critical', 'intense', 'complicated', 'ominous']","['Bruce Willis', 'Madeleine Stowe', 'Brad Pitt', 'Christopher Plummer', 'David Morse', 'Jon Seda', 'Christopher Meloni', 'Joey Perillo', 'LisaGay Hamilton', 'Matt Ross']",['Terry Gilliam'],https://image.tmdb.org/t/p/w500/gt3iyguaCIw8DpQZI1LIN5TohM2.jpg
32,33,114952,78802,Wings of Courage,1995,en,"['romance', 'adventure']","In 1930 South America, a small group of French pilots struggle to prove they can offer a reliable airmail service over the Andes. When one of the young pilots crashes on such a flight, he has to try and get back to civilization on foot. Back home, his wife and colleagues start to fear the worst.","['Iwerks Entertainment', 'Sony Pictures Classics']",[],"['Craig Sheffer', 'Elizabeth McGovern', 'Tom Hulce', 'Ken Pogue', 'Ron Sauvé', 'Val Kilmer', 'Freddy Andreiuci', 'Molly Parker']",['Jean-Jacques Annaud'],https://image.tmdb.org/t/p/w500/zoxqNb6v55C35DDqNn03Grzhzgr.jpg
33,34,112431,9598,Babe,1995,en,"[""children's"", 'drama', 'family', 'comedy', 'fantasy']","Babe is a little pig who doesn't quite know his place in the world. With a bunch of odd friends, like Ferdinand the duck who thinks he is a rooster and Fly the dog he calls mum, Babe realises that he has the makings to become the greatest sheep pig of all time, and Farmer Hoggett knows it. With the help of the sheep dogs, Babe learns that a pig can be anything that he wants to be.","['Universal Pictures', 'Kennedy Miller Productions']","['farm', 'sheep', 'pig', 'alarm clock', 'cat', 'duck', 'heroism', 'affection', 'piglet', 'anthropomorphism', ""based on children's book"", 'dog', 'separation', 'animals', 'farmer', 'grandson', 'sheepdog', 'talking pig', 'christmas']","['Christine Cavanaugh', 'Miriam Margolyes', 'Danny Mann', 'Hugo Weaving', 'Miriam Flynn', 'James Cromwell', 'Magda Szubanski', 'Russi Taylor', 'Roscoe Lee Browne', 'Evelyn Krape']",['Chris Noonan'],https://image.tmdb.org/t/p/w500/zKuQMtnbVTz9DsOnOJmlW71v4qH.jpg
34,35,112637,47018,Carrington,1995,en,"['romance', 'history', 'drama']","Painter Dora Carrington develops an intimate but extremely complex bond with writer Lytton Strachey. Though Lytton is a homosexual, he is enchanted by the mysterious Dora and they begin a lifelong friendship that has strangely romantic undertones. Eventually, Lytton and Dora decide to live together, despite the fact that the latter has fallen in love with military man Ralph Partridge, whom she plans to marry.","['Cinéa', 'Freeway Films', 'Orsans Productions', 'PolyGram Filmed Entertainment', 'Euston Films', 'Le Studio Canal+']","['england', 'painter', 'conscientious objector', 'soldier', 'polyamory']","['Emma Thompson', 'Jonathan Pryce', 'Steven Waddington', 'Samuel West', 'Rufus Sewell', 'Penelope Wilton', 'Janet McTeer', 'Jeremy Northam', 'Alex Kingston', 'Richard Clifford']",['Christopher Hampton'],https://image.tmdb.org/t/p/w500/8NmeBTkC4UQa8XT2GGsBN2R8Bqo.jpg
35,36,112818,687,Dead Man Walking,1995,en,['drama'],A death row inmate turns for spiritual guidance to a local nun in the days leading up to his scheduled execution for the murders of a young couple.,"['Havoc', 'PolyGram Filmed Entertainment', 'Working Title Films', 'PolyGram Video', 'Gramercy Pictures']","['prison', 'death penalty', 'right and justice', 'rape', 'rage and hate', 'unsociability', 'court case', 'court', 'nun', 'penalty', 'therapist', 'sentence', 'forgiveness', 'self-discovery', 'despair', 'prison cell', 'socially deprived family', 'death row', 'doomed man', 'death sentence', 'lethal injection', 'charity', 'mercy petition', 'cowardliness', 'catholic', 'angry', 'dreary', 'incredulous', 'depressing', 'bitter', 'callous', 'horrified']","['Susan Sarandon', 'Sean Penn', 'Robert Prosky', 'Raymond J. Barry', 'R. Lee Ermey', 'Celia Weston', 'Lois Smith', 'Scott Wilson', 'Roberta Maxwell', 'Margo Martindale']",['Tim Robbins'],https://image.tmdb.org/t/p/w500/eShxyjhWoFl3BwsuEmVsr4nLaMZ.jpg
36,38,113442,33689,It Takes Two,1995,en,"['romance', 'family', 'comedy']","Identical 9-year-olds from very different backgrounds: orphaned Amanda and wealthy Alyssa meet at summer camp and decide to switch places -- and play matchmaker between Alyssa's dad, Roger, and the kind social worker who cares for Amanda.","['Dualstar Productions', 'Orr & Cruickshank', 'Rysher Entertainment']","['matchmaking', 'orphan', 'identical twin', 'relationship sabotage']","['Kirstie Alley', 'Steve Guttenberg', 'Ashley Olsen', 'Mary-Kate Olsen', 'Jane Sibbett', 'Philip Bosco', 'Michelle Grisom', 'Desmond Robertson', 'Tiny Mills', 'Shanelle Henry']",['Andy Tennant'],https://image.tmdb.org/t/p/w500/4CptjFLiIJXtjc3dykS7vkEHMbw.jpg
37,39,112697,9603,Clueless,1995,en,"['romance', 'comedy']","Shallow, rich and socially successful Cher is at the top of her Beverly Hills high school's pecking scale. Seeing herself as a matchmaker, Cher first coaxes two teachers into dating each other. Emboldened by her success, she decides to give hopelessly klutzy new student Tai a makeover. When Tai becomes more popular than she is, Cher realizes that her disapproving ex-stepbrother was right about how misguided she was -- and falls for him.","['Paramount Pictures', 'Robert Lawrence Productions', 'Scott Rudin Productions']","['puberty', 'high school', 'based on novel or book', 'make a match', 'spoiled child', 'coming of age', 'matchmaking', 'conflict', 'wedding', 'high school friends', 'makeover', 'woman director', 'popular girl', 'matchmaker', 'gay theme', 'match making', 'cheerful']","['Alicia Silverstone', 'Stacey Dash', 'Brittany Murphy', 'Paul Rudd', 'Donald Faison', 'Elisa Donovan', 'Breckin Meyer', 'Jeremy Sisto', 'Dan Hedaya', 'Aida Linares']",['Amy Heckerling'],https://image.tmdb.org/t/p/w500/8AwVTcgpTnmeOs4TdTWqcFDXEsA.jpg
38,40,112749,34615,"Cry, the Beloved Country",1995,en,['drama'],A South-African preacher goes to search for his wayward son who has committed a crime in the big city.,"['Alpine Pty Limited', 'Distant Horizon', 'Miramax']","['based on novel or book', 'south africa', 'apartheid', 'priest', '1940s', 'race relations']","['Richard Harris', 'James Earl Jones', 'Charles S. Dutton', 'Vusi Kunene', 'Tsholofelo Wechoemang', 'Dolly Rathebe', 'Jack Robinson', 'Ramalao Makhene', 'Jennifer Steyn', 'Ian Roberts']",['Darrell James Roodt'],https://image.tmdb.org/t/p/w500/96TZr6o4kuiIEryC5jkzaQoP6m5.jpg
39,41,114279,31174,Richard III,1995,en,"['war', 'drama']","A murderous lust for the British throne sees Richard III descend into madness. Though the setting is transposed to the 1930s, England is torn by civil war, split between the rivaling houses of York and Lancaster. Richard aspires to a fascist dictatorship, but must first remove the obstacles to his ascension—among them his brother, his nephews and his brother's wife. When the Duke of Buckingham deserts him, Richard's plans are compromised.","['Mayfair Entertainment International', 'British Screen', 'United Artists', 'First Look Pictures', 'Bayly/Paré Productions', 'Metro-Goldwyn-Mayer']","['england', 'kidnapping', 'murder', 'king']","['Ian McKellen', 'Annette Bening', 'Jim Broadbent', 'Robert Downey Jr.', 'Kristin Scott Thomas', 'Adrian Dunbar', 'Maggie Smith', 'Tim McInnerny', 'Edward Hardwicke', 'Nigel Hawthorne']",['Richard Loncraine'],https://image.tmdb.org/t/p/w500/cBg1AMH1ucPsDlNMfcHlrreQXQX.jpg
40,42,112819,11443,Dead Presidents,1995,en,"['crime', 'action', 'drama']",On the streets they call cash dead presidents. And that's just what a Vietnam veteran is after when he returns home from the war only to find himself drawn into a life of crime. With the aid of his fellow vets he plans the ultimate heist -- a daring robbery of an armored car filled with unmarked U.S. currency!,"['Caravan Pictures', 'Underworld Pictures', 'Hollywood Pictures']","['new york city', 'vietnam', 'drug abuse', 'post-traumatic stress disorder (ptsd)', 'war veteran', '1970s', 'minister', 'male friendship', 'redemption', 'loss of virginity', 'heist', 'money', 'milkman', 'battlefield', 'high school graduation', 'revolutionary', 'courtroom', 'mercy killing', 'armored truck', 'bronx, new york city', 'medic', '1960s', 'war trauma', 'african american', 'economic struggle']","['Larenz Tate', 'Keith David', 'Chris Tucker', 'Freddy Rodríguez', 'Rose Jackson', ""N'Bushe Wright"", 'Clifton Powell', 'Terrence Howard', 'Bokeem Woodbine', 'Clifton Collins Jr.']","['Albert Hughes', 'Allen Hughes']",https://image.tmdb.org/t/p/w500/eGfsSXizR11tTHVo0kuOOFPAxZt.jpg
41,43,114272,35196,Restoration,1995,en,"['romance', 'drama']","An aspiring young physician, Robert Merivel found himself in the service of King Charles II and saves the life of someone close to the King. Merivel joins the King's court and lives the high life provided to someone of his position. Merivel is ordered to marry his King's mistress in order to divert the queens suspicions. He is given one order by the king and that is not to fall in love. The situation worsens when Merivel finds himself in love with his new wife. Eventually, the King finds out and relieves Merivel of his position and wealth. His fall from grace leaves Merivel where he first started. And through his travels and reunions with an old friend, he rediscovers his love for true medicine and what it really means to be a physician.",['Miramax'],"['jealousy', 'court', 'fountain', 'medicine', 'wealth', 'spaniel', 'gloves', '17th century', 'british monarchy']","['Robert Downey Jr.', 'Meg Ryan', 'Sam Neill', 'David Thewlis', 'Hugh Grant', 'Polly Walker', 'Ian McKellen', 'Ian McDiarmid', 'Mary MacLeod', 'Willie Ross']",['Michael Hoffman'],https://image.tmdb.org/t/p/w500/z1YM3WFZnF2NwHT5IRGYUcvZBSl.jpg
42,44,113855,9312,Mortal Kombat,1995,en,"['fantasy', 'action', 'adventure']","For nine generations an evil sorcerer has been victorious in hand-to-hand battle against his mortal enemies. If he wins a tenth Mortal Kombat tournament, desolation and evil will reign over the multiverse forever. To save Earth, three warriors must overcome seemingly insurmountable odds, their own inner demons, and superhuman foes.","['New Line Cinema', 'Threshold Entertainment']","['island', 'martial arts', 'monster', 'saving the world', 'magic', 'villain', 'gore', 'god', 'alternate dimension', 'ninja', 'sorcerer', 'tournament', 'underground fighting', 'based on video game', 'ghost', 'hand to hand combat', 'warrior', 'action hero', 'supernatural power', 'mortal kombat', 'good versus evil']","['Robin Shou', 'Linden Ashby', 'Bridgette Wilson-Sampras', 'Christopher Lambert', 'Cary-Hiroyuki Tagawa', 'Talisa Soto', 'Trevor Goddard', 'Chris Casamassa', 'François Petit', 'Keith Cooke']",['Paul W. S. Anderson'],https://image.tmdb.org/t/p/w500/fcK7tzSSXMYiMN8E9KlZJL1BYyp.jpg
43,45,114681,577,To Die For,1995,en,"['crime', 'drama', 'comedy']","Suzanne Stone wants to be a world-famous news anchor and she is willing to do anything to get what she wants. What she lacks in intelligence, she makes up for in cold determination and diabolical wiles. As she pursues her goal with relentless focus, she is forced to destroy anything and anyone that may stand in her way, regardless of the ultimate cost or means necessary.","['Columbia Pictures', 'The Rank Organisation', 'Laura Ziskin Productions']","['pedophilia', 'adultery', 'based on novel or book', 'winter', 'obsession', 'housewife', 'new hampshire', 'mockumentary', 'mafia', 'newswoman', 'ice skating', 'murder trial', 'narcissistic personality disorder', 'satirical', 'fame-seeking', 'tv presenter', 'weather girl', 'punks', 'punk kids']","['Nicole Kidman', 'Matt Dillon', 'Joaquin Phoenix', 'Casey Affleck', 'Illeana Douglas', 'Alison Folland', 'Dan Hedaya', 'Wayne Knight', 'Kurtwood Smith', 'Holland Taylor']",['Gus Van Sant'],https://image.tmdb.org/t/p/w500/whz4bwvqE1OmQHIyqHdZD8jU9CO.jpg
44,46,113347,11861,How to Make an American Quilt,1995,en,"['romance', 'drama']","Soon-to-be-wed graduate student Finn Dodd develops cold feet when she suspects her fiancé is cheating on her. In order to clear her head, Finn visits her grandmother, Hy, and great aunt, Glady Joe Cleary, in Grasse, Calif. There, Finn learns that Hy and Glady Joe are members of a group of passionate quilters, and over the course of her visit she is regaled with tales of love and life by women who have collected rich experiences and much wisdom.","['Universal Pictures', 'Amblin Entertainment']","['marriage proposal', 'wedding vows', 'married couple', 'marriage', 'monogamy', 'advice', 'quilt', 'love', 'family holiday', 'extramarital affair', 'grandmother', 'woman director']","['Winona Ryder', 'Anne Bancroft', 'Ellen Burstyn', 'Kate Nelligan', 'Jean Simmons', 'Maya Angelou', 'Alfre Woodard', 'Dermot Mulroney', 'Lois Smith', 'Kate Capshaw']",['Jocelyn Moorhouse'],https://image.tmdb.org/t/p/w500/pI9UAemlWgdrnjRgYJsbTk8BSJc.jpg
45,47,114369,807,Se7en,1995,en,"['crime', 'mystery', 'thriller']","Two homicide detectives are on a desperate hunt for a serial killer whose crimes are based on the ""seven deadly sins"" in this dark and haunting film that takes viewers from the tortured remains of one victim to the next. The seasoned Det. Somerset researches each sin in an effort to get inside the killer's mind, while his novice partner, Mills, scoffs at his efforts to unravel the case.","['New Line Cinema', 'Juno Pix', 'Arnold Kopelson Productions']","['rage and hate', 'police', 's.w.a.t.', 'sadism', 'self-fulfilling prophecy', 'psychopath', 'detective', 'investigation', 'insomnia', 'murder', 'serial killer', 'religion', 'shootout', 'corpse', 'seven deadly sins', 'depravity', 'neo-noir', 'grim', 'urban gothic', 'anxious', 'suspenseful', 'disdainful', 'seven: los siete pecados capitales']","['Morgan Freeman', 'Brad Pitt', 'Gwyneth Paltrow', 'John Cassini', 'Peter Crombie', 'Reg E. Cathey', 'R. Lee Ermey', 'Daniel Zacapa', 'Andrew Kevin Walker', 'George Christy']",['David Fincher'],https://image.tmdb.org/t/p/w500/191nKfP0ehp3uIvWqgPbFmI4lv9.jpg
46,48,114148,10530,Pocahontas,1995,en,"['musical', 'animation', 'adventure', ""children's"", 'family', 'romance']","Pocahontas, daughter of a Native American tribe chief, falls in love with an English soldier as colonists invade 17th century Virginia.",['Walt Disney Feature Animation'],"['culture clash', 'cartoon', 'villain', 'colony', 'forbidden love', 'musical', 'native american', 'unrequited love', 'interracial romance', 'colonisation', 'virginia', 'star crossed lovers', 'intercultural relationship', 'based on myths, legends or folklore', '17th century', 'shamanism', 'animal sidekick', 'search for gold', '1600s']","['Irene Bedard', 'Mel Gibson', 'David Ogden Stiers', 'John Kassir', 'Christian Bale', 'Judy Kuhn', 'Billy Connolly', 'Frank Welker', 'Russell Means', 'Linda Hunt']","['Mike Gabriel', 'Eric Goldberg']",https://image.tmdb.org/t/p/w500/kZ1ft0QZ4e3zDUPMBftEkwI9ftd.jpg
47,49,114916,8391,When Night Is Falling,1995,en,"['romance', 'drama']","Camille is a professor at a Protestant college and is in a long-term relationship with Martin, a respected minister and fellow professor. When Camille meets Petra, a bold and flamboyant performer in a circus troupe, she is inexplicably drawn. Pursuing Petra, Camille throws her whole conservative life into disarray.",['Alliance Films'],"['professor', 'lgbt', 'woman director', 'lesbian']","['Pascale Bussières', 'Rachael Crawford', 'Henry Czerny', 'David Fox', 'Don McKellar', 'Tracy Wright', 'Clare Coulter', 'Karyne Steben', 'Sarah Steben', 'Jonathan Potts']",['Patricia Rozema'],https://image.tmdb.org/t/p/w500/6Ac5GLwJ01uli5mCXqXwquR36Y1.jpg
48,50,114814,629,The Usual Suspects,1995,en,"['crime', 'drama', 'thriller']","Held in an L.A. interrogation room, Verbal Kint attempts to convince the feds that a mythic crime lord, Keyser Soze, not only exists, but was also responsible for drawing him and his four partners into a multi-million dollar heist that ended with an explosion in San Pedro harbor – leaving few survivors. Verbal lures his interrogators with an incredible story of the crime lord's almost supernatural prowess.","['Bad Hat Harry Productions', 'Blue Parrot Productions']","['new york city', 'robbery', 'relatives', 'heist', 'flashback', 'police corruption', 'whodunit', 'los angeles, california', 'theft', 'criminal', 'criminal mastermind', 'cargo ship', 'mind game', 'neo-noir', 'mystery villain', 'suspenseful', 'intense', 'excited', 'rashomon effect']","['Stephen Baldwin', 'Gabriel Byrne', 'Benicio del Toro', 'Kevin Pollak', 'Kevin Spacey', 'Chazz Palminteri', 'Pete Postlethwaite', 'Suzy Amis', 'Giancarlo Esposito', 'Dan Hedaya']",['Bryan Singer'],https://image.tmdb.org/t/p/w500/99X2SgyFunJFXGAYnDv3sb9pnUD.jpg
